,FieldID,Date,ATdiff,YR
646,NI_407,2018-04-10,-31,2017
647,NI_407,2018-04-20,46,2017
648,NI_407,2018-05-01,114,2018
649,NI_407,2018-05-10,133,2018
650,NI_407,2018-05-20,26,2018
651,NI_407,2018-06-01,21,2018
652,NI_407,2018-06-10,-16,2018
653,NI_407,2018-06-20,-56,2018
654,NI_407,2018-07-01,-111,2018
655,NI_407,2018-07-10,-167,2018
656,NI_407,2018-07-20,-181,2018
657,NI_407,2018-08-01,-225,2018
658,NI_407,2018-08-10,-220,2018
659,NI_407,2018-08-20,-164,2018
660,NI_407,2018-09-01,-124,2018
661,NI_407,2018-09-10,-45,2018
662,NI_407,2018-09-20,-45,2018
663,NI_407,2018-10-01,-9,2018
664,NI_407,2018-10-10,19,2018
665,NI_407,2018-10-20,12,2018
666,NI_407,2018-11-01,-21,2018
667,NI_407,2018-11-10,-110,2018
668,NI_407,2018-11-20,-220,2018
669,NI_407,2018-12-01,-259,2018
670,NI_407,2018-12-10,-212,2018
671,NI_407,2018-12-20,-125,2018
672,NI_407,2019-01-01,-63,2018
673,NI_407,2019-01-10,-48,2018
674,NI_407,2019-01-20,-69,2018
675,NI_407,2019-02-01,-32,2018
676,NI_407,2019-02-10,-6,2018
677,NI_407,2019-02-20,4,2018
678,NI_407,2019-03-01,20,2018
679,NI_407,2019-03-10,83,2018
680,NI_407,2019-03-20,134,2018
681,NI_407,2019-04-01,243,2018
682,NI_407,2019-04-10,338,2018
683,NI_407,2019-04-20,332,2018
684,NI_407,2019-05-01,269,2019
685,NI_407,2019-05-10,229,2019
686,NI_407,2019-05-20,149,2019
687,NI_407,2019-06-01,41,2019
688,NI_407,2019-06-10,-120,2019
689,NI_407,2019-06-20,-225,2019
690,NI_407,2019-07-01,-211,2019
691,NI_407,2019-07-10,-85,2019
692,NI_407,2019-07-20,65,2019
693,NI_407,2019-08-01,186,2019
694,NI_407,2019-08-10,238,2019
695,NI_407,2019-08-20,255,2019
696,NI_407,2019-09-01,218,2019
697,NI_407,2019-09-10,171,2019
698,NI_407,2019-09-20,160,2019
699,NI_407,2019-10-01,176,2019
700,NI_407,2019-10-10,209,2019
701,NI_407,2019-10-20,240,2019
702,NI_407,2019-11-01,123,2019
703,NI_407,2019-11-10,-56,2019
704,NI_407,2019-11-20,-217,2019
705,NI_407,2019-12-01,-319,2019
706,NI_407,2019-12-10,-342,2019
707,NI_407,2019-12-20,-260,2019
708,NI_407,2020-01-01,-45,2019
709,NI_407,2020-01-10,185,2019
710,NI_407,2020-01-20,317,2019
711,NI_407,2020-02-01,313,2019
712,NI_407,2020-02-10,331,2019
713,NI_407,2020-02-20,285,2019
714,NI_407,2020-03-01,147,2019
715,NI_407,2020-03-10,169,2019
716,NI_407,2020-03-20,368,2019
717,NI_407,2020-04-01,638,2019
718,NI_407,2020-04-10,636,2019
